street,city,zip_code,county,country,latitude,longitude,time_zone
542 Cade Forks,Lake Adell,47530-9655,City of London,Central African Republic,-24.71,-136.206,Africa/Johannesburg
952 Gutkowski Ferry,Port Salvador,73779-6331,Greater Manchester,Spain,-6.84,-96.556,Africa/Johannesburg
1460 Cade Forks,Port Hardymouth,92894-9288,Rutland,Greece,-88.229,131.571,Africa/Johannesburg
322 Glover Lights,Langborough,73750,Norfolk,Ethiopia,-32.926,-145.939,Africa/Johannesburg
747 Kreiger Mission,Murray,95264,Oxfordshire,Puerto Rico,60.554,-36.821,Africa/Johannesburg
1212 Carmelo Plaza,West Dorris,67764,Kent,Belarus,2.348,111.324,Africa/Johannesburg
896 Bechtelar Fields,Tallahassee,30578,Rutland,Macao,-69.663,-138.417,Africa/Johannesburg
1287 Calista Via,White Plains,40480-8689,Gloucestershire,Cyprus,-2.324,-143.85,Africa/Johannesburg
246 Goyette Circle,West Dellside,11741-3036,Buckinghamshire,Monaco,14.702,111.767,Africa/Johannesburg
180 Fay Corners,Katrinaside,86702-1404,Derbyshire,Nigeria,22.795,-158.243,Africa/Johannesburg
1416 Durgan Parkways,Maxwellport,72316,Devon,Liechtenstein,39.083,165.019,Africa/Johannesburg
1366 Missouri Extension,New Wallaceberg,90731-9899,Gloucestershire,New Caledonia,-46.053,-111.505,Africa/Johannesburg
1151 Corwin Mission,Opalbury,77237-9018,Nottinghamshire,Azerbaijan,-68.405,-123.592,Africa/Johannesburg
582 Stroman Turnpike,Marionton,10156-5130,Hampshire,Bolivia,-17.209,10.094,Africa/Johannesburg
1089 Graham Walks,South Stacey,76061,Greater Manchester,Congo,66.012,-70.581,Africa/Johannesburg
368 Benny River,Rogers,24059,Warwickshire,Trinidad and Tobago,21.107,-108.025,Africa/Johannesburg
533 Missouri Extension,West Everardo,14387-1806,Bristol,Canada,-3.525,43.118,Africa/Johannesburg
432 Reynold Crossing,Opalbury,70020-7437,Shropshire,Trinidad and Tobago,-34.918,150.763,Africa/Johannesburg
988 Oswald Junction,New Philip,87734,Devon,United States of America,-15.421,-166.517,Africa/Johannesburg
555 Aracely Row,New Ansley,95462-4890,City of London,Central African Republic,16.306,-138.959,Africa/Johannesburg
543 Doyle Expressway,North Nona,91969,East Riding of Yorkshire,Puerto Rico,50.894,134.549,Africa/Johannesburg
252 Moises Causeway,Williemouth,84084,Cornwall,Liechtenstein,-5.224,100.784,Africa/Johannesburg
1316 Fannie Loaf,Grand Rapids,25764-6605,City of London,Switzerland,-11.625,-136.536,Africa/Johannesburg
237 Chyna Plaza,East Filibertofurt,50439,Derbyshire,Lao Peoples Democratic Republic,-4.316,55.924,Africa/Johannesburg
680 Tremblay Springs,Venamouth,14692-8444,Dorset,Czech Republic,61.276,-43.771,Africa/Johannesburg
1090 King Springs,Willbury,40979-9883,Devon,Bahrain,11.16,117.929,Africa/Monrovia
1476 Kreiger Mission,West Janetborough,52919,Rutland,Nigeria,-29.379,-71.366,Africa/Monrovia
4 Oswald Junction,Grand Rapids,21211-7472,Kent,Burundi,-58.329,102.214,Africa/Monrovia
501 Cole Center,New Merle,24775,West Midlands,Dominican Republic,-59.376,151.234,Africa/Monrovia
1246 Quitzon Green,Lake Adell,28082-9633,Cheshire,Azerbaijan,-42.853,131.295,Africa/Monrovia
1366 Collins Lane,Buffalo,24660-9848,Isle of Wight,Cyprus,-11.844,-76.106,Africa/Monrovia
166 Myriam Spur,South Darienbury,63878,Suffolk,Belize,86.354,78.067,Africa/Monrovia
111 Dante Summit,New Merle,43258-5234,Greater London,British Indian Ocean Territory (Chagos Archipelago),62.222,126.589,Africa/Monrovia
340 Missouri Extension,New Montemouth,25297,Wiltshire,Azerbaijan,26.559,-48.26,Africa/Monrovia
597 Durgan Parkways,North Celia,66648,Surrey,Vanuatu,-75.149,22.413,Africa/Monrovia
1454 Curt Locks,North Kaleighshire,36058,Berkshire,Bahrain,-49.16,-54.641,Africa/Monrovia
826 Fisher Light,Farmington,34981,Worcestershire,Gabon,-49.094,79.199,Africa/Monrovia
409 Wolf Glen,North Celia,90709-6906,Staffordshire,Benin,-59.9,94.427,Africa/Monrovia
1027 Price Spring,State College,14432,Nottinghamshire,Moldova,39.708,-6.953,Africa/Monrovia
1210 Hauck Stream,New Davonteside,62324,Northumberland,Colombia,-32.014,158.574,Africa/Monrovia
883 Dante Summit,West Brendonville,21189,Cambridgeshire,Dominican Republic,35.821,-176.042,Africa/Monrovia
753 Curt Locks,Tallahassee,22066-4516,Somerset,Angola,-18.515,-23.082,Africa/Monrovia
631 Carter Pike,Funkville,84621-4726,Berkshire,Colombia,50.034,9.013,Africa/Monrovia
1267 Torphy Fords,Metairie,33135,Isle of Wight,Chile,7.626,35.093,Africa/Monrovia
1179 Durgan Parkways,West Dorris,20565-2335,Greater London,Somalia,41.556,60.429,Africa/Monrovia
197 Carter Pike,East Vicentaborough,64601-8677,Cambridgeshire,Argentina,-27.793,-179.125,Africa/Monrovia
844 Schimmel Fields,Port Amie,24813-2139,Somerset,Montenegro,-23.25,123.518,Africa/Monrovia
1171 Kihn Expressway,West Simone,16455,Essex,Guinea,13.481,103.99,Africa/Monrovia
458 Schumm Land,New Garlandfort,98805-7657,Hampshire,Liechtenstein,-67.082,-124.861,Africa/Monrovia
41 Heathcote Cliff,Jaskolskifort,36080-8859,Northamptonshire,Czech Republic,50.712,-19.664,Africa/Monrovia
1172 Stokes Wells,Durwardton,80811,Cornwall,Tanzania,-80.511,-99.721,Africa/Monrovia
256 Max Wall,North Braulio,10688,Hertfordshire,Mauritius,66.337,-89.854,Africa/Monrovia
801 Chyna Plaza,West Brendonville,12473,Derbyshire,Hungary,86.086,66.666,Africa/Monrovia
535 Corwin Mission,East Providence,51776-7786,Berkshire,Faroe Islands,-51.003,161.546,Africa/Monrovia
1109 Rohan Tunnel,New Davonteside,97129-3268,Bristol,Qatar,-85.719,134.089,Africa/Monrovia
1184 Durgan Parkways,Kissimmee,23597,Gloucestershire,Saint Barthelemy,57.122,71.217,Africa/Monrovia
1414 Dave Stravenue,Kettering,29929,Leicestershire,Syrian Arab Republic,-71.36,-147.08,Africa/Monrovia
1290 Cade Forks,Lake Cesar,95111-6051,Greater Manchester,Liechtenstein,18.322,61.798,Africa/Monrovia
1452 Arturo Manors,State College,95526,Cumbria,Canada,70.885,125.211,Africa/Monrovia
343 Dorian Gateway,New Davonteside,88499-9503,West Yorkshire,Sri Lanka,-78.347,64.841,Africa/Monrovia
1389 Laurianne Glens,Cuyahoga Falls,78692,Wiltshire,Lao Peoples Democratic Republic,-83.662,-152.738,Africa/Monrovia
67 Stiedemann Field,East Providence,60613-8139,Warwickshire,Namibia,-36.277,-92.067,Africa/Monrovia
1401 Viviane Junctions,Farmington,99182,Lincolnshire,Burundi,24.794,127.319,Africa/Monrovia
1158 Howell Plaza,North Sigmund,67689-6465,Herefordshire,Tajikistan,-83.101,-51.275,Africa/Monrovia
267 Frances Groves,Haneborough,21292,Berkshire,Guinea,-15.45,-83.213,Africa/Monrovia
749 Wilma Greens,New Kyle,21903,Cheshire,Sri Lanka,-7.979,-39.598,Africa/Monrovia
307 Dorian Gateway,South Laila,72686,Nottinghamshire,Tajikistan,50.434,-151.968,Africa/Monrovia
475 Torphy Fords,Jaskolskifort,26414-1090,Northamptonshire,Liechtenstein,-39.494,155.478,Africa/Monrovia
489 Conner Vista,Cuyahoga Falls,61194-4437,Cheshire,Montserrat,15.756,153.476,Africa/Monrovia
159 Dorian Gateway,Aliso Viejo,47380,Oxfordshire,Latvia,-52.067,14.472,Africa/Monrovia
33 Collins Lane,Bellingham,92077,Rutland,Spain,79.461,4.084,Africa/Monrovia
525 Dianna Inlet,West Brendonville,22014,Gloucestershire,Gabon,51.036,-173.868,Africa/Monrovia
1452 Price Spring,Port Ricky,65571,Gloucestershire,Azerbaijan,49.568,39.887,Africa/Monrovia
353 Cronin Shoal,State College,66566,Rutland,Brazil,83.34,-72.513,Africa/Monrovia
410 Hodkiewicz Oval,Port Amie,62043,Cambridgeshire,New Caledonia,-58.476,156.996,Africa/Monrovia
1273 Rath Walk,Port Ricky,91214,Greater Manchester,Macao,-72.273,55.826,Africa/Monrovia
1283 Schumm Land,Fort Lauderdale,58593-8264,Buckinghamshire,Nigeria,-36.291,56.091,Africa/Monrovia
914 Reynold Crossing,Marionton,35859-2184,Worcestershire,Spain,-48.457,-47.534,Africa/Monrovia
799 Graham Walks,West Everardo,24536,North Yorkshire,Cocos (Keeling) Islands,5.381,125.329,Africa/Monrovia
478 Caesar Place,Elisabethland,90026,Rutland,British Indian Ocean Territory (Chagos Archipelago),80.232,22.671,Africa/Monrovia
482 Durgan Parkways,Tryciastad,95299-4785,Norfolk,Bolivia,46.718,-41.518,Africa/Monrovia
1474 Kreiger Mission,East Filibertofurt,70913,West Yorkshire,Mongolia,-72.648,-59.795,Africa/Monrovia
1492 Fannie Loaf,Reichertland,64446,Leicestershire,Isle of Man,68.497,73.709,Africa/Monrovia
1270 Cronin Shoal,Shoreline,40473-2750,Cheshire,Ecuador,-57.842,66.961,Africa/Monrovia
636 Graham Walks,Reichertland,16592-3894,Greater London,Russian Federation,8.786,-28.011,Africa/Monrovia
686 Schumm Land,New Ansley,70427,Essex,Iran,83.741,1.964,Africa/Monrovia
1347 Harmon Lodge,Port Amie,78192,Bedfordshire,Belize,-47.539,-106.463,Africa/Monrovia
1034 Fay Corners,Franeckiview,90503-2368,Devon,Saint Kitts and Nevis,18.204,-91.47,Africa/Monrovia
552 Frances Groves,Buffalo,39974,Kent,United Kingdom,87.751,176.664,Africa/Monrovia
461 Daugherty Center,Marionton,51411-4582,Essex,New Caledonia,-56.818,-94.652,Africa/Monrovia
1337 Fisher Light,Reichertland,88955-7613,Essex,Mongolia,21.583,128.148,Africa/Monrovia
631 Carmelo Plaza,North Braulio,60254,Somerset,French Southern Territories,42.384,-70.351,Africa/Monrovia
1365 King Drives,Denesikburgh,92937-2921,Rutland,Congo,-70.061,58.5,Africa/Monrovia
1346 Beer Plaza,South Verdieton,75604,Greater London,Tajikistan,8.824,80.009,Africa/Monrovia
201 Quigley Parkways,North Braulio,42124-8726,West Midlands,Senegal,-21.62,-98.61,Africa/Monrovia
1296 Stiedemann Field,New Wallaceberg,75682-5846,East Riding of Yorkshire,Azerbaijan,15.792,136.694,Africa/Monrovia
560 Caesar Place,North Winnifred,81020,Norfolk,Brazil,-40.446,-14.204,Africa/Monrovia
932 Carter Pike,West Brendonville,79797,Lancashire,Angola,13.217,83.87,Africa/Monrovia
326 Collins Lane,New Ansley,69140,Shropshire,Paraguay,71.294,-155.651,Africa/Monrovia
902 Hilma Mills,North Sigmund,90625,Greater Manchester,Hungary,73.179,16.799,Africa/Monrovia
324 Tremblay Springs,Jaskolskifort,73294,Merseyside,Guinea-Bissau,-47.306,-158.033,Africa/Nairobi
1429 Howell Vista,Lawrence,70155-1851,Warwickshire,Angola,76.574,-139.237,Africa/Nairobi
1048 Ruecker Fields,North Frankie,27277-1322,Essex,Central African Republic,76.904,96.159,Africa/Nairobi
1195 Moises Causeway,Bellingham,25631-1402,Northamptonshire,Senegal,42.02,-44.858,Africa/Nairobi
1251 Goyette Circle,East Khalilton,30818,Shropshire,Montenegro,-82.715,-135.819,Africa/Nairobi
31 Cade Forks,New Merle,34737,Herefordshire,French Southern Territories,77.437,144.277,Africa/Nairobi
254 Moises Causeway,Durwardton,86175,Cambridgeshire,Tanzania,72.024,-68.347,Africa/Nairobi
126 Forest Path,Maxwellport,64034-1605,Staffordshire,Saint Barthelemy,50.636,107.063,Africa/Nairobi
1185 Konopelski Inlet,Lake Ludie,53670-7252,Lincolnshire,Isle of Man,13.429,-158.865,Africa/Nairobi
763 Quitzon Green,New Garlandfort,48729,Lancashire,Chile,88.961,60.047,Africa/Nairobi
178 Dorian Gateway,Rogers,14869-9174,Nottinghamshire,New Caledonia,58.102,164.403,Africa/Nairobi
382 Georgiana Throughway,Rogers,56509-3058,Warwickshire,Angola,7.166,111.784,Africa/Nairobi
586 Fannie Loaf,East Providence,43524,Cheshire,Uruguay,-37.34,141.501,Africa/Nairobi
825 Gutkowski Ferry,Bellingham,11175,Nottinghamshire,Guinea,28.129,-102.906,Africa/Nairobi
1185 Shakira Crossroad,Frisco,51845-9088,West Sussex,Mozambique,-69.302,71.369,Africa/Nairobi
624 Missouri Extension,Lake Brianne,34621-8207,Gloucestershire,United Kingdom,-1.318,7.063,Africa/Nairobi
1481 Stokes Wells,Erynside,94339,Surrey,New Caledonia,-28.243,121.277,Africa/Nairobi
390 Cronin Shoal,North Braulio,74037,Greater London,Romania,88.117,-60.426,Africa/Nairobi
1489 Kihn Expressway,Tabithaville,62845-4268,Greater Manchester,Cyprus,13.936,-66.792,Africa/Nairobi
1369 King Drives,South Laila,18768-1289,Lancashire,Mayotte,-43.013,164.961,Africa/Nairobi
711 Kuphal Mountain,Janefurt,33825-4203,West Sussex,Congo,52.309,-4.135,Africa/Nairobi
49 Arturo Manors,Tabithaville,44615-7353,North Yorkshire,Ethiopia,76.696,67.202,Africa/Nairobi
1088 Kreiger Mission,New Kyle,48805-8255,Suffolk,Nauru,-11.963,-166.183,Africa/Nairobi
690 Lehner Drive,Fort Lauderdale,16460,Nottinghamshire,Albania,-4.643,85.987,Africa/Nairobi
767 Viviane Junctions,Rettaland,29320-2469,Merseyside,Tajikistan,6.223,91.369,Africa/Nairobi
396 King Drives,New Kyle,65710,Leicestershire,Indonesia,54.253,-62.664,Africa/Nairobi
1469 Emerald Key,Willbury,32336-3333,Derbyshire,Mayotte,-66.692,-85.097,Africa/Nairobi
1049 Reynold Crossing,Cruzshire,17824-2547,Wiltshire,Sri Lanka,-35.586,-128.236,Africa/Nairobi
493 Zulauf Branch,Cruzshire,19196,East Sussex,Romania,48.855,-93.86,Africa/Nairobi
1146 Bechtelar Fields,West Brendonville,60224,Lincolnshire,Tanzania,-48.835,-9.274,Africa/Nairobi
773 Chyna Plaza,New Merle,92393-1700,Surrey,Tajikistan,60.87,53.545,Africa/Nairobi
500 Lehner Drive,Aliso Viejo,45207,West Yorkshire,Peru,24.149,61.528,Africa/Nairobi
133 Carter Pike,North Celia,12911-4365,Derbyshire,Czech Republic,-85.718,-39.654,Africa/Nairobi
2 Howell Vista,North Sigmund,62278,Berkshire,Syrian Arab Republic,4.446,-146.128,Africa/Nairobi
1009 Konopelski Inlet,Metairie,25721,Kent,Anguilla,-71.573,84.976,Africa/Nairobi
239 Torphy Fords,New Kyle,12204-4233,Greater London,Namibia,-34.718,-97.525,Africa/Nairobi
815 Shakira Crossroad,State College,99251-9723,West Yorkshire,Angola,72.76,13.163,Africa/Nairobi
1342 Fisher Light,New Merle,39196-7804,Bristol,Antigua and Barbuda,41.904,-110.092,Africa/Nairobi
47 Zboncak Center,Bernierfurt,41346-5475,Surrey,Croatia,52.286,146.782,Africa/Nairobi
949 King Drives,Aliso Viejo,47268,Durham,Mauritius,-20.4,157.37,Africa/Nairobi
391 Daugherty Center,Kettering,65663-9087,Tyne and Wear,French Southern Territories,0.631,46.53,Africa/Nairobi
419 Smitham Drive,Johnnieburgh,46119,Greater Manchester,Colombia,79.829,117.501,Africa/Nairobi
624 King Springs,Jaskolskifort,72755,Tyne and Wear,Guinea,-28.808,162.585,Africa/Nairobi
581 Jazmyn Isle,Jaquelinview,27378-4145,East Sussex,Isle of Man,-61.423,134.501,Africa/Nairobi
529 Harmon Lodge,North Braulio,53681,Suffolk,Tajikistan,-65.008,25.45,Africa/Nairobi
80 Abbott Square,Cuyahoga Falls,82207-2853,Leicestershire,United States of America,41.681,33.27,Africa/Nairobi
63 Reynold Crossing,South Stacey,93608,Oxfordshire,Dominican Republic,19.765,-130.594,Africa/Nairobi
729 Calista Via,Glen Burnie,15345,Rutland,Nigeria,-37.022,126.552,Africa/Nairobi
1107 Georgiana Throughway,Olympia,37051-3374,East Riding of Yorkshire,Anguilla,76.335,-85.932,Africa/Nairobi
1188 Myriam Spur,Bahringertown,95502-6573,East Sussex,Azerbaijan,-31.567,-8.369,Africa/Nairobi
1244 Jazmyn Isle,New Garlandfort,35457-7362,City of London,Liechtenstein,10.63,-74.71,Africa/Nairobi
484 Zboncak Center,Elisabethland,98678,Shropshire,Antigua and Barbuda,42.787,-6.42,Africa/Nairobi
750 Zboncak Center,Reichertland,94009,Rutland,Greece,57.041,-119.397,Africa/Nairobi
174 Glover Lights,New Solonmouth,20869,Herefordshire,Saint Barthelemy,-44.878,42.931,Africa/Nairobi
612 Quigley Parkways,Marionton,45558-4512,Norfolk,Antigua and Barbuda,35.361,171.956,Africa/Nairobi
1472 Caesar Place,North Nona,53371,East Riding of Yorkshire,Congo,-55.252,60.541,Africa/Nairobi
546 Tremblay Springs,West Estaton,13716,Northumberland,Macao,-79.239,85.684,Africa/Nairobi
958 Jazmyn Isle,Bellingham,34781,Greater London,Belize,60.317,161.761,Africa/Nairobi
438 Dameon Mountain,Lawrence,84624,Bristol,Dominican Republic,-50.53,48.816,Africa/Nairobi
254 Stokes Wells,Lake Ludie,84818,Suffolk,Saint Martin,12.348,-8.695,Africa/Nairobi
191 King Springs,South Laila,10444,Kent,British Indian Ocean Territory (Chagos Archipelago),-87.269,-144.665,Africa/Nairobi
495 Wilma Greens,West Amiya,36052-2231,Greater London,Puerto Rico,8.295,-100.166,Africa/Nairobi
1287 Laurianne Glens,Murray,51852-6576,Norfolk,Faroe Islands,-1.105,68.544,Africa/Nairobi
474 Ruecker Fields,Opalbury,83524,Warwickshire,Romania,77.547,-47.579,America/Argentina/Buenos_Aires
297 Cole Center,Willbury,54796,Cornwall,Bahrain,87.151,88.357,America/Argentina/Buenos_Aires
736 Price Spring,Haneborough,49010,Oxfordshire,Sri Lanka,-65.254,-90.758,America/Argentina/Buenos_Aires
1231 Natalia Points,West Dorris,24069,East Riding of Yorkshire,Comoros,-7.188,88.645,America/Argentina/Buenos_Aires
252 Leffler Fields,Port Salvador,69360,Hertfordshire,Guinea-Bissau,-28.991,-39.9,America/Argentina/Buenos_Aires
562 Fay Corners,Rogers,47907,Worcestershire,Congo,43.691,176.594,America/Argentina/Buenos_Aires
84 Dave Stravenue,Farmington,83616-8104,Shropshire,Angola,55.123,-39.62,America/Argentina/Buenos_Aires
199 Doyle Expressway,Lake Ludie,85263-7997,Leicestershire,United States of America,59.11,-44.12,America/Argentina/Buenos_Aires
1074 Carter Pike,South Laila,25713-1659,East Riding of Yorkshire,Estonia,31.475,-56.308,America/Argentina/Buenos_Aires
982 Rohan Tunnel,Wehnerfort,91672,Lincolnshire,Mayotte,-10.893,-91.164,America/Argentina/Buenos_Aires
461 Aracely Row,Cruzshire,35311-1298,North Yorkshire,Belarus,52.986,74.842,America/Argentina/Buenos_Aires
465 Stokes Wells,New Kyle,47292,Cumbria,Pitcairn Islands,2.285,-105.244,America/Argentina/Buenos_Aires
197 Emard Hill,Rettaland,23326-8262,Greater London,Slovakia (Slovak Republic),82.99,32.854,America/Argentina/Buenos_Aires
1283 Bechtelar Fields,Port Hardymouth,23878-3030,Merseyside,Ethiopia,-63.976,78.898,America/Argentina/Buenos_Aires
467 Natalia Points,Erynside,24501-1903,Leicestershire,Liechtenstein,61.111,115.093,America/Argentina/Buenos_Aires
353 Graham Walks,Aliso Viejo,64379-9060,Nottinghamshire,Mayotte,11.31,-3.384,America/Argentina/Buenos_Aires
1223 Quigley Parkways,Reichertland,78814-5595,Derbyshire,Tanzania,-6.965,27.897,America/Argentina/Buenos_Aires
381 Lockman Greens,Buffalo,18267-6916,Berkshire,Vanuatu,-18.354,34.532,America/Argentina/Buenos_Aires
1452 Goyette Circle,South Dagmarshire,88906,Berkshire,Switzerland,6.059,100.106,America/Argentina/Buenos_Aires
384 Brisa Hill,Grand Rapids,88362-4797,South Yorkshire,Puerto Rico,49.132,74.141,America/Argentina/Buenos_Aires
500 Rosendo Spring,Metairie,73912-6616,Merseyside,Liechtenstein,-58.539,-154.939,America/Argentina/Buenos_Aires
284 Stroman Turnpike,New Ansley,97543-1248,Tyne and Wear,Argentina,67.999,-41.123,America/Argentina/Buenos_Aires
74 Dave Stravenue,Port Salvador,95198-8607,East Sussex,Guinea-Bissau,37.411,140.712,America/Argentina/Buenos_Aires
89 Harmon Lodge,Bahringertown,36232-3064,Wiltshire,Qatar,-73.063,-119.497,America/Argentina/Buenos_Aires
686 Sammy Creek,South Dagmarshire,26749-2722,Bristol,Nauru,35.54,-44.61,America/Argentina/Buenos_Aires
15 Laurianne Glens,South Laila,43556-4475,Hampshire,Sri Lanka,36.116,-59.917,America/Argentina/Buenos_Aires
956 Torphy Fords,New Solonmouth,70765,Norfolk,Peru,-33.414,-143.883,America/Argentina/Buenos_Aires
1342 Konopelski Inlet,Port Hardymouth,38306,Greater London,Namibia,40.593,163.65,America/Argentina/Buenos_Aires
23 Benny River,Port Hardymouth,75209,Warwickshire,Lao Peoples Democratic Republic,-66.482,-7.966,America/Argentina/Buenos_Aires
417 Zboncak Center,New Solonmouth,34021,Nottinghamshire,Bahrain,-55.247,13.168,America/Argentina/Buenos_Aires
294 Shakira Crossroad,North Celia,24007,Kent,Comoros,-39.553,-156.331,America/Argentina/Buenos_Aires
1057 Missouri Extension,New Merle,15895-8626,Herefordshire,Belarus,-52.185,109.848,America/Argentina/Buenos_Aires
598 Dameon Mountain,Bernierfurt,77116,Rutland,Germany,-72.064,45.676,America/Argentina/Buenos_Aires
293 Collins Lane,West Simone,77444,West Yorkshire,Central African Republic,88.259,-73.954,America/Argentina/Buenos_Aires
684 Lockman Greens,South Ahmedfort,19945-6527,Cumbria,Liechtenstein,45.896,-144.196,America/Argentina/Buenos_Aires
1132 Esteban Inlet,Bernierfurt,53491-8766,West Sussex,United States of America,76.061,54.404,America/Argentina/Buenos_Aires
93 Smitham Drive,Lake Zackton,20262-9908,Somerset,Colombia,-49.057,1.964,America/Argentina/Buenos_Aires
984 Graham Walks,Janefurt,16959,Worcestershire,Belize,-8.066,-115.955,America/Argentina/Buenos_Aires
1162 Myriam Spur,South Dagmarshire,87889,Northamptonshire,Bahrain,-22.485,-138.744,America/Argentina/Buenos_Aires
632 Jade Shore,Port Amie,54035,West Midlands,Albania,-80.896,-56.724,America/Argentina/Buenos_Aires
